,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed
0,2016-01-01,1.7,3.2,-0.6,0.5,2.2,26,2,4.9
1,2016-01-02,4.2,6.4,-1.2,0.0,2.3,22,0,5.5
2,2016-01-03,4.6,6.5,1.6,0.0,0.3,7,0,4.8
3,2016-01-04,1.4,3.8,-1.0,4.0,0.0,6,4,4.2
4,2016-01-05,0.1,0.8,-1.2,2.0,0.5,11,5,7.3
5,2016-01-06,0.7,2.5,-0.9,0.5,1.5,10,1,4.7
6,2016-01-07,-0.2,1.4,-1.7,4.5,0.0,21,13,5.1
7,2016-01-08,0.6,2.8,-2.2,0.5,3.4,18,2,4.1
8,2016-01-09,-1.1,0.9,-3.6,4.0,1.2,27,12,4.2
9,2016-01-10,-1.3,2.0,-3.7,2.5,1.6,26,6,5.1
10,2016-01-11,-3.3,-1.5,-4.7,4.0,1.1,31,9,5.9
11,2016-01-12,-2.7,-0.7,-4.1,2.0,2.7,31,5,4.5
12,2016-01-13,-2.2,1.3,-5.9,2.0,6.4,38,9,2.5
13,2016-01-14,-2.0,1.3,-6.6,5.0,0.1,41,11,5.3
14,2016-01-15,-2.6,-0.8,-5.7,2.5,1.2,42,8,3.4
15,2016-01-16,-2.3,-0.2,-3.8,6.0,1.3,48,9,4.0
16,2016-01-17,-2.4,0.1,-6.1,0.0,3.2,45,0,3.5
17,2016-01-18,-1.1,1.7,-6.3,30.5,0.0,43,9,4.4
18,2016-01-19,-0.1,1.1,-1.8,5.0,0.0,47,5,2.0
19,2016-01-20,1.4,2.9,-1.4,2.0,3.3,46,3,7.3
20,2016-01-21,-0.2,1.4,-2.7,3.5,0.6,47,10,5.2
21,2016-01-22,-1.8,0.2,-4.0,0.0,5.6,45,0,5.8
22,2016-01-23,-2.8,-0.1,-6.9,1.5,5.5,47,8,3.2
23,2016-01-24,-3.0,1.3,-8.7,1.0,2.2,42,2,2.2
24,2016-01-25,-1.9,-0.5,-4.4,6.5,0.3,52,12,4.2
25,2016-01-26,0.4,3.5,-2.6,0.0,2.1,50,0,3.2
26,2016-01-27,1.2,2.8,-0.8,2.0,3.4,43,0,4.9
27,2016-01-28,0.5,2.5,-0.8,0.5,4.7,40,4,5.9
28,2016-01-29,-0.7,0.0,-1.4,0.0,2.4,38,0,5.5
29,2016-01-30,-2.1,-0.5,-3.7,0.0,1.2,37,1,1.7
30,2016-01-31,-2.6,-0.8,-4.1,1.5,0.0,40,4,4.3
31,2016-02-01,-3.2,-1.9,-4.7,1.0,0.9,42,4,4.5
32,2016-02-02,-2.7,-1.1,-4.2,1.0,3.8,44,3,4.5
33,2016-02-03,-1.0,1.0,-2.6,0.0,5.4,43,0,4.3
34,2016-02-04,0.6,4.1,-2.7,0.0,5.5,40,1,2.3
35,2016-02-05,0.8,3.0,-1.1,0.5,3.7,39,1,5.5
36,2016-02-06,-2.0,0.8,-4.7,0.5,3.2,39,5,4.0
37,2016-02-07,-2.7,-0.8,-4.8,4.5,3.6,51,16,4.9
38,2016-02-08,-0.2,2.7,-2.2,4.0,3.1,59,8,2.5
39,2016-02-09,1.3,5.4,-3.1,0.5,4.7,50,1,3.1
40,2016-02-10,-0.3,1.3,-1.3,3.0,1.5,48,6,7.3
41,2016-02-11,0.9,3.1,-3.3,0.0,3.1,47,0,6.3
42,2016-02-12,1.1,6.8,-4.4,0.0,8.3,45,0,1.5
43,2016-02-13,4.5,9.1,0.7,0.0,0.0,42,0,1.4
44,2016-02-14,7.7,17.2,1.9,1.0,1.1,37,0,4.1
45,2016-02-15,-2.2,2.3,-4.9,1.0,0.7,25,4,7.3
46,2016-02-16,-2.6,0.1,-4.7,1.0,2.1,26,2,3.9
47,2016-02-17,-2.5,0.3,-4.7,3.0,1.1,34,8,4.2
48,2016-02-18,1.5,5.5,-4.7,4.5,4.5,32,1,2.3
49,2016-02-19,4.0,8.5,0.8,1.0,2.9,24,0,3.8
50,2016-02-20,2.6,4.9,-1.7,12.5,0.0,19,0,1.9
51,2016-02-21,1.8,5.4,-1.8,11.0,2.6,17,2,5.1
52,2016-02-22,-0.7,1.2,-3.8,0.0,0.4,15,1,5.1
53,2016-02-23,1.0,5.7,-3.7,0.0,3.4,14,1,2.5
54,2016-02-24,-2.1,0.9,-4.1,3.0,1.9,18,6,6.3
55,2016-02-25,-3.0,0.0,-5.0,2.0,4.0,22,7,4.0
56,2016-02-26,-2.5,0.1,-4.4,0.5,4.5,24,3,3.3
57,2016-02-27,-1.6,0.9,-6.6,1.0,2.5,20,2,3.0
58,2016-02-28,-0.6,3.0,-3.3,0.5,6.2,21,1,1.6
59,2016-02-29,3.3,7.1,-0.3,3.0,0.1,17,0,4.9
60,2016-03-01,-1.1,1.2,-2.9,1.5,4.3,16,4,8.3
61,2016-03-02,-1.2,1.3,-3.3,0.5,4.4,17,5,4.5
62,2016-03-03,0.3,3.4,-3.4,3.5,2.8,21,7,3.8
63,2016-03-04,0.2,3.5,-3.4,3.5,5.1,21,6,1.7
64,2016-03-05,0.1,3.9,-5.8,0.0,10.4,17,0,1.8
65,2016-03-06,6.2,9.4,-0.2,0.0,0.2,15,0,2.6
66,2016-03-07,5.7,8.8,0.7,0.5,6.1,7,0,3.8
67,2016-03-08,5.4,12.0,0.2,0.0,5.5,0,0,4.2
