,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,avg_wind_speed
0,2016-01-01,3.9,9.7,-1.6,0.0,8.8,2.0
1,2016-01-02,4.3,12.7,-2.5,0.0,8.6,2.5
2,2016-01-03,6.3,12.5,0.6,0.0,6.6,2.2
3,2016-01-04,6.6,13.7,-0.2,0.0,8.8,2.2
4,2016-01-05,6.7,12.5,0.6,0.0,6.9,1.4
5,2016-01-06,5.7,8.7,3.6,0.0,0.0,1.7
6,2016-01-07,6.0,12.1,1.2,0.0,6.3,1.7
7,2016-01-08,4.5,10.9,-0.3,0.0,7.1,2.3
8,2016-01-09,3.5,9.7,-2.7,0.0,6.6,1.3
9,2016-01-10,3.6,8.9,-1.4,0.0,9.0,1.8
10,2016-01-11,3.3,8.9,-2.3,0.0,1.3,1.6
11,2016-01-12,2.0,4.4,-1.1,0.0,0.0,1.9
12,2016-01-13,1.7,8.2,-2.9,0.0,8.3,2.2
13,2016-01-14,2.4,8.3,-4.0,0.0,9.1,2.2
14,2016-01-15,2.6,7.6,-3.6,0.0,5.9,1.6
15,2016-01-16,3.6,9.5,-1.7,0.0,8.6,1.5
16,2016-01-17,2.6,7.7,-1.6,4.0,4.0,2.1
17,2016-01-18,2.2,4.7,0.0,51.5,0.0,2.1
18,2016-01-19,0.5,3.8,-3.9,0.0,9.3,4.3
19,2016-01-20,0.7,6.2,-4.2,0.0,9.1,2.9
20,2016-01-21,1.1,6.5,-5.4,0.0,5.0,0.9
21,2016-01-22,2.6,7.2,-0.2,0.0,4.7,1.3
22,2016-01-23,1.7,4.4,-1.1,0.5,0.3,2.0
23,2016-01-24,-0.6,3.3,-6.6,0.0,8.1,2.5
24,2016-01-25,-1.8,3.8,-6.9,0.0,9.5,2.1
25,2016-01-26,-0.7,5.7,-6.9,0.0,9.6,1.7
26,2016-01-27,0.8,8.2,-5.4,0.0,9.2,1.6
27,2016-01-28,2.8,10.4,-3.5,0.0,9.5,1.5
28,2016-01-29,2.8,4.3,0.9,52.0,0.0,2.3
29,2016-01-30,2.1,3.3,1.5,11.5,0.0,2.2
30,2016-01-31,3.4,6.8,0.5,0.5,1.3,1.6
31,2016-02-01,0.9,2.8,-1.0,1.5,0.0,1.4
32,2016-02-02,2.4,8.0,0.0,1.0,4.2,1.3
33,2016-02-03,2.0,8.1,-0.9,0.5,3.2,1.5
34,2016-02-04,1.5,5.9,-1.1,0.0,2.8,2.1
35,2016-02-05,2.9,10.3,-3.4,0.0,8.8,1.3
36,2016-02-06,3.8,7.8,-1.3,0.0,4.4,2.1
37,2016-02-07,1.6,7.3,-1.3,0.5,4.9,1.7
38,2016-02-08,1.4,7.8,-3.3,0.0,8.7,2.1
